source_mat_id,investigation_type,env_material,collection_date,sampling_event,sampl_person,sampl_person_orchid,tidal_stage,depth,samp_size,time_fi,size_frac,size_frac_low,size_frac_up,membr_cut,samp_collect_device,samp_mat_process,samp_mat_process_dev,samp_store_dur,samp_deposit_date,samp_store_loc,samp_store_temp,store_person,store_person_orchid,other_person,other_person_orchid,ship_date
EMOBON_NRMCBWa2_20220427_200um_4,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],2022-04-27T00:00+02:00,NRMCB_Wa_20220427,Raffaella Casotti,0000-0002-9876-4601,,70-0,,3.0,,200-10,10.0,N,Net,Wa SOP3,,,2022_04_27,Casotti minus80,-80.0,Casotti,0000-0002-9876-4801,Anna Chiara Trano,,
EMOBON_NRMCBWa2_20220427_200um_(blank),metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],2022-04-27T00:00+02:00,NRMCB_Wa_20220427,Raffaella Casotti,0000-0002-9876-4601,,70-0,,3.0,,200-10,10.0,N,Net,Wa SOP3,,,2022_04_27,Casotti minus80,-80.0,Casotti,0000-0002-9876-4801,Anna Chiara Trano,,
EMOBON_NRMCBWa_20220623_3um_1,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],2022-06-23T00:00+02:00,NRMCB_Wa_20220623,Raffaella Casotti,0000-0002-9876-4601,,0,5.0,3.0,3-200,,3.0,Y,Niskin,Wa SOP1,,,2022_06_23,Casotti minus80,-80.0,Casotti,0000-0002-9876-4801,Anna Chiara Trano,,2022_10_17
EMOBON_NRMCBWa_20220623_3um_2,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],2022-06-23T00:00+02:00,NRMCB_Wa_20220623,Raffaella Casotti,0000-0002-9876-4601,,0,5.0,3.0,3-200,,3.0,Y,Niskin,Wa SOP1,,,2022_06_23,Casotti minus80,-80.0,Casotti,0000-0002-9876-4801,Anna Chiara Trano,,2022_10_17
EMOBON_NRMCBWa_20220623_3um_3,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],2022-06-23T00:00+02:00,NRMCB_Wa_20220623,Raffaella Casotti,0000-0002-9876-4601,,0,5.0,3.0,3-200,,3.0,Y,Niskin,Wa SOP1,,,2022_06_23,Casotti minus80,-80.0,Casotti,0000-0002-9876-4801,Anna Chiara Trano,,
EMOBON_NRMCBWa_20220623_3um_4,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],2022-06-23T00:00+02:00,NRMCB_Wa_20220623,Raffaella Casotti,0000-0002-9876-4601,,0,5.0,3.0,3-200,,3.0,Y,Niskin,Wa SOP1,,,2022_06_23,Casotti minus80,-80.0,Casotti,0000-0002-9876-4801,Anna Chiara Trano,,
EMOBON_NRMCBWa_20220623_3um_(blank),metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],2022-06-23T00:00+02:00,NRMCB_Wa_20220623,Raffaella Casotti,0000-0002-9876-4601,,0,5.0,3.0,3-200,,3.0,Y,Niskin,Wa SOP1,,,2022_06_23,Casotti minus80,-80.0,Casotti,0000-0002-9876-4801,Anna Chiara Trano,,2022_10_17
EMOBON_NRMCBWa_20220623_0.22um_1,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],2022-06-23T00:00+02:00,NRMCB_Wa_20220623,Raffaella Casotti,0000-0002-9876-4601,,0,5.0,3.0,0.2-3,,0.2,Y,Niskin,Wa SOP1,,,2022_06_23,Casotti minus80,-80.0,Casotti,0000-0002-9876-4801,Anna Chiara Trano,,2022_10_17
EMOBON_NRMCBWa_20220623_0.22um_2,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],2022-06-23T00:00+02:00,NRMCB_Wa_20220623,Raffaella Casotti,0000-0002-9876-4601,,0,5.0,3.0,0.2-3,,0.2,Y,Niskin,Wa SOP1,,,2022_06_23,Casotti minus80,-80.0,Casotti,0000-0002-9876-4801,Anna Chiara Trano,,2022_10_17
EMOBON_NRMCBWa_20220623_0.22um_3,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],2022-06-23T00:00+02:00,NRMCB_Wa_20220623,Raffaella Casotti,0000-0002-9876-4601,,0,5.0,3.0,0.2-3,,0.2,Y,Niskin,Wa SOP1,,,2022_06_23,Casotti minus80,-80.0,Casotti,0000-0002-9876-4801,Anna Chiara Trano,,
EMOBON_NRMCBWa_20220623_0.22um_4,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],2022-06-23T00:00+02:00,NRMCB_Wa_20220623,Raffaella Casotti,0000-0002-9876-4601,,0,5.0,3.0,0.2-3,,0.2,Y,Niskin,Wa SOP1,,,2022_06_23,Casotti minus80,-80.0,Casotti,0000-0002-9876-4801,Anna Chiara Trano,,
EMOBON_NRMCBWa_20220623_0.22um_(blank),metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],2022-06-23T00:00+02:00,NRMCB_Wa_20220623,Raffaella Casotti,0000-0002-9876-4601,,0,5.0,3.0,0.2-3,,0.2,Y,Niskin,Wa SOP1,,,2022_06_23,Casotti minus80,-80.0,Casotti,0000-0002-9876-4801,Anna Chiara Trano,,2022_10_17
EMOBON_NRMCBWa2_20220623_20um_1,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],2022-06-23T00:00+02:00,NRMCB_Wa_20220623,Raffaella Casotti,0000-0002-9876-4601,,0,5.0,3.0,,2021-10-20 00:00:00,10.0,N,Net,Wa SOP2,,,2022_06_23,Casotti minus80,-80.0,Casotti,0000-0002-9876-4801,Anna Chiara Trano,,
EMOBON_NRMCBWa2_20220623_20um_2,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],2022-06-23T00:00+02:00,NRMCB_Wa_20220623,Raffaella Casotti,0000-0002-9876-4601,,0,5.0,3.0,,2021-10-20 00:00:00,10.0,N,Net,Wa SOP2,,,2022_06_23,Casotti minus80,-80.0,Casotti,0000-0002-9876-4801,Anna Chiara Trano,,
EMOBON_NRMCBWa2_20220623_20um_3,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],2022-06-23T00:00+02:00,NRMCB_Wa_20220623,Raffaella Casotti,0000-0002-9876-4601,,0,5.0,3.0,,2021-10-20 00:00:00,10.0,N,Net,Wa SOP2,,,2022_06_23,Casotti minus80,-80.0,Casotti,0000-0002-9876-4801,Anna Chiara Trano,,
EMOBON_NRMCBWa2_20220623_20um_4,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],2022-06-23T00:00+02:00,NRMCB_Wa_20220623,Raffaella Casotti,0000-0002-9876-4601,,0,5.0,3.0,,2021-10-20 00:00:00,10.0,N,Net,Wa SOP2,,,2022_06_23,Casotti minus80,-80.0,Casotti,0000-0002-9876-4801,Anna Chiara Trano,,
EMOBON_NRMCBWa2_20220623_20um_(blank),metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],2022-06-23T00:00+02:00,NRMCB_Wa_20220623,Raffaella Casotti,0000-0002-9876-4601,,0,5.0,3.0,,2021-10-20 00:00:00,10.0,N,Net,Wa SOP2,,,2022_06_23,Casotti minus80,-80.0,Casotti,0000-0002-9876-4801,Anna Chiara Trano,,
EMOBON_NRMCBWa2_20220623_200um_1,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],2022-06-23T00:00+02:00,NRMCB_Wa_20220623,Raffaella Casotti,0000-0002-9876-4601,,70-0,,3.0,,200-10,10.0,N,Net,Wa SOP2,,,2022_06_23,Casotti minus80,-80.0,Casotti,0000-0002-9876-4801,Anna Chiara Trano,,
EMOBON_NRMCBWa2_20220623_200um_2,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],2022-06-23T00:00+02:00,NRMCB_Wa_20220623,Raffaella Casotti,0000-0002-9876-4601,,70-0,,3.0,,200-10,10.0,N,Net,Wa SOP3,,,2022_06_23,Casotti minus80,-80.0,Casotti,0000-0002-9876-4801,Anna Chiara Trano,,
EMOBON_NRMCBWa2_20220623_200um_3,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],2022-06-23T00:00+02:00,NRMCB_Wa_20220623,Raffaella Casotti,0000-0002-9876-4601,,70-0,,3.0,,200-10,10.0,N,Net,Wa SOP3,,,2022_06_23,Casotti minus80,-80.0,Casotti,0000-0002-9876-4801,Anna Chiara Trano,,
EMOBON_NRMCBWa2_20220623_200um_4,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],2022-06-23T00:00+02:00,NRMCB_Wa_20220623,Raffaella Casotti,0000-0002-9876-4601,,70-0,,3.0,,200-10,10.0,N,Net,Wa SOP3,,,2022_06_23,Casotti minus80,-80.0,Casotti,0000-0002-9876-4801,Anna Chiara Trano,,
EMOBON_NRMCBWa2_20220623_200um_(blank),metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],2022-06-23T00:00+02:00,NRMCB_Wa_20220623,Raffaella Casotti,0000-0002-9876-4601,,70-0,,3.0,,200-10,10.0,N,Net,Wa SOP3,,,2022_06_23,Casotti minus80,-80.0,Casotti,0000-0002-9876-4801,Anna Chiara Trano,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON_NRMCBWa_20220803_3um_1,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],2022-08-03T00:00+02:00,NRMCB_Wa_20220803,Raffaella Casotti,0000-0002-9876-4601,,0,5.0,3.0,3-200,,3.0,Y,Niskin,Wa SOP1,,,2022_08_03,Casotti minus80,-80.0,Casotti,0000-0002-9876-4801,Anna Chiara Trano,,2022_10_17
EMOBON_NRMCBWa_20220803_3um_2,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],2022-08-03T00:00+02:00,NRMCB_Wa_20220803,Raffaella Casotti,0000-0002-9876-4601,,0,5.0,3.0,3-200,,3.0,Y,Niskin,Wa SOP1,,,2022_08_03,Casotti minus80,-80.0,Casotti,0000-0002-9876-4801,Anna Chiara Trano,,2022_10_17
EMOBON_NRMCBWa_20220803_3um_3,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],2022-08-03T00:00+02:00,NRMCB_Wa_20220803,Raffaella Casotti,0000-0002-9876-4601,,0,5.0,3.0,3-200,,3.0,Y,Niskin,Wa SOP1,,,2022_08_03,Casotti minus80,-80.0,Casotti,0000-0002-9876-4801,Anna Chiara Trano,,
EMOBON_NRMCBWa_20220803_3um_4,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],2022-08-03T00:00+02:00,NRMCB_Wa_20220803,Raffaella Casotti,0000-0002-9876-4601,,0,5.0,3.0,3-200,,3.0,Y,Niskin,Wa SOP1,,,2022_08_03,Casotti minus80,-80.0,Casotti,0000-0002-9876-4801,Anna Chiara Trano,,
EMOBON_NRMCBWa_20220803_3um_(blank),metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],2022-08-03T00:00+02:00,NRMCB_Wa_20220803,Raffaella Casotti,0000-0002-9876-4601,,0,5.0,3.0,3-200,,3.0,Y,Niskin,Wa SOP1,,,2022_08_03,Casotti minus80,-80.0,Casotti,0000-0002-9876-4801,Anna Chiara Trano,,
EMOBON_NRMCBWa_20220803_0.22um_1,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],2022-08-03T00:00+02:00,NRMCB_Wa_20220803,Raffaella Casotti,0000-0002-9876-4601,,0,5.0,3.0,0.2-3,,0.2,Y,Niskin,Wa SOP1,,,2022_08_03,Casotti minus80,-80.0,Casotti,0000-0002-9876-4801,Anna Chiara Trano,,2022_10_17
EMOBON_NRMCBWa_20220803_0.22um_2,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],2022-08-03T00:00+02:00,NRMCB_Wa_20220803,Raffaella Casotti,0000-0002-9876-4601,,0,5.0,3.0,0.2-3,,0.2,Y,Niskin,Wa SOP1,,,2022_08_03,Casotti minus80,-80.0,Casotti,0000-0002-9876-4801,Anna Chiara Trano,,2022_10_17
EMOBON_NRMCBWa_20220803_0.22um_3,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],2022-08-03T00:00+02:00,NRMCB_Wa_20220803,Raffaella Casotti,0000-0002-9876-4601,,0,5.0,3.0,0.2-3,,0.2,Y,Niskin,Wa SOP1,,,2022_08_03,Casotti minus80,-80.0,Casotti,0000-0002-9876-4801,Anna Chiara Trano,,
EMOBON_NRMCBWa_20220803_0.22um_4,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],2022-08-03T00:00+02:00,NRMCB_Wa_20220803,Raffaella Casotti,0000-0002-9876-4601,,0,5.0,3.0,0.2-3,,0.2,Y,Niskin,Wa SOP1,,,2022_08_03,Casotti minus80,-80.0,Casotti,0000-0002-9876-4801,Anna Chiara Trano,,
EMOBON_NRMCBWa_20220803_0.22um_(blank),metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],2022-08-03T00:00+02:00,NRMCB_Wa_20220803,Raffaella Casotti,0000-0002-9876-4601,,0,5.0,3.0,0.2-3,,0.2,Y,Niskin,Wa SOP1,,,2022_08_03,Casotti minus80,-80.0,Casotti,0000-0002-9876-4801,Anna Chiara Trano,,
EMOBON_NRMCBWa2_20220803_20um_1,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],2022-08-03T00:00+02:00,NRMCB_Wa_20220803,Raffaella Casotti,0000-0002-9876-4601,,0,5.0,3.0,,2021-10-20 00:00:00,10.0,N,Net,Wa SOP2,,,2022_08_03,Casotti minus80,-80.0,Casotti,0000-0002-9876-4801,Anna Chiara Trano,,
EMOBON_NRMCBWa2_20220803_20um_2,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],2022-08-03T00:00+02:00,NRMCB_Wa_20220803,Raffaella Casotti,0000-0002-9876-4601,,0,5.0,3.0,,2021-10-20 00:00:00,10.0,N,Net,Wa SOP2,,,2022_08_03,Casotti minus80,-80.0,Casotti,0000-0002-9876-4801,Anna Chiara Trano,,
EMOBON_NRMCBWa2_20220803_20um_3,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],2022-08-03T00:00+02:00,NRMCB_Wa_20220803,Raffaella Casotti,0000-0002-9876-4601,,0,5.0,3.0,,2021-10-20 00:00:00,10.0,N,Net,Wa SOP2,,,2022_08_03,Casotti minus80,-80.0,Casotti,0000-0002-9876-4801,Anna Chiara Trano,,
EMOBON_NRMCBWa2_20220803_20um_4,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],2022-08-03T00:00+02:00,NRMCB_Wa_20220803,Raffaella Casotti,0000-0002-9876-4601,,0,5.0,3.0,,2021-10-20 00:00:00,10.0,N,Net,Wa SOP2,,,2022_08_03,Casotti minus80,-80.0,Casotti,0000-0002-9876-4801,Anna Chiara Trano,,
EMOBON_NRMCBWa2_20220803_20um_(blank),metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],2022-08-03T00:00+02:00,NRMCB_Wa_20220803,Raffaella Casotti,0000-0002-9876-4601,,0,5.0,3.0,,2021-10-20 00:00:00,10.0,N,Net,Wa SOP2,,,2022_08_03,Casotti minus80,-80.0,Casotti,0000-0002-9876-4801,Anna Chiara Trano,,
EMOBON_NRMCBWa2_20220803_200um_1,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],2022-08-03T00:00+02:00,NRMCB_Wa_20220803,Raffaella Casotti,0000-0002-9876-4601,,70-0,,3.0,,200-10,10.0,N,Net,Wa SOP2,,,2022_08_03,Casotti minus80,-80.0,Casotti,0000-0002-9876-4801,Anna Chiara Trano,,
EMOBON_NRMCBWa2_20220803_200um_2,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],2022-08-03T00:00+02:00,NRMCB_Wa_20220803,Raffaella Casotti,0000-0002-9876-4601,,70-0,,3.0,,200-10,10.0,N,Net,Wa SOP3,,,2022_08_03,Casotti minus80,-80.0,Casotti,0000-0002-9876-4801,Anna Chiara Trano,,
EMOBON_NRMCBWa2_20220803_200um_3,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],2022-08-03T00:00+02:00,NRMCB_Wa_20220803,Raffaella Casotti,0000-0002-9876-4601,,70-0,,3.0,,200-10,10.0,N,Net,Wa SOP3,,,2022_08_03,Casotti minus80,-80.0,Casotti,0000-0002-9876-4801,Anna Chiara Trano,,
EMOBON_NRMCBWa2_20220803_200um_4,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],2022-08-03T00:00+02:00,NRMCB_Wa_20220803,Raffaella Casotti,0000-0002-9876-4601,,70-0,,3.0,,200-10,10.0,N,Net,Wa SOP3,,,2022_08_03,Casotti minus80,-80.0,Casotti,0000-0002-9876-4801,Anna Chiara Trano,,
EMOBON_NRMCBWa2_20220803_200um_(blank),metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],2022-08-03T00:00+02:00,NRMCB_Wa_20220803,Raffaella Casotti,0000-0002-9876-4601,,70-0,,3.0,,200-10,10.0,N,Net,Wa SOP3,,,2022_08_03,Casotti minus80,-80.0,Casotti,0000-0002-9876-4801,Anna Chiara Trano,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON_NRMCBWa_20221011_3um_1,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],2022-10-11T00:00+02:00,NRMCB_Wa_20221011,Raffaella Casotti,0000-0002-9876-4601,,0,5.0,3.0,3-200,2021-10-20 00:00:00,3.0,Y,Niskin,Wa SOP1,,,2022_10_11,Casotti minus80,-80.0,Casotti,0000-0002-9876-4801,Anna Chiara Trano,,
EMOBON_NRMCBWa_20221011_3um_2,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],2022-10-11T00:00+02:00,NRMCB_Wa_20221011,Raffaella Casotti,0000-0002-9876-4601,,0,5.0,3.0,3-200,2021-10-20 00:00:00,3.0,Y,Niskin,Wa SOP1,,,2022_10_11,Casotti minus80,-80.0,Casotti,0000-0002-9876-4801,Anna Chiara Trano,,
EMOBON_NRMCBWa_20221011_3um_3,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],2022-10-11T00:00+02:00,NRMCB_Wa_20221011,Raffaella Casotti,0000-0002-9876-4601,,0,5.0,3.0,3-200,2021-10-20 00:00:00,3.0,Y,Niskin,Wa SOP1,,,2022_10_11,Casotti minus80,-80.0,Casotti,0000-0002-9876-4801,Anna Chiara Trano,,
EMOBON_NRMCBWa_20221011_3um_4,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],2022-10-11T00:00+02:00,NRMCB_Wa_20221011,Raffaella Casotti,0000-0002-9876-4601,,0,5.0,3.0,3-200,2021-10-20 00:00:00,3.0,Y,Niskin,Wa SOP1,,,2022_10_11,Casotti minus80,-80.0,Casotti,0000-0002-9876-4801,Anna Chiara Trano,,
EMOBON_NRMCBWa_20221011_3um_(blank),metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],2022-10-11T00:00+02:00,NRMCB_Wa_20221011,Raffaella Casotti,0000-0002-9876-4601,,0,5.0,3.0,3-200,2021-10-20 00:00:00,3.0,Y,Niskin,Wa SOP1,,,2022_10_11,Casotti minus80,-80.0,Casotti,0000-0002-9876-4801,Anna Chiara Trano,,
EMOBON_NRMCBWa_20221011_0.22um_1,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],2022-10-11T00:00+02:00,NRMCB_Wa_20221011,Raffaella Casotti,0000-0002-9876-4601,,0,5.0,3.0,0.2-3,200-10,0.2,Y,Niskin,Wa SOP1,,,2022_10_11,Casotti minus80,-80.0,Casotti,0000-0002-9876-4801,Anna Chiara Trano,,
EMOBON_NRMCBWa_20221011_0.22um_2,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],2022-10-11T00:00+02:00,NRMCB_Wa_20221011,Raffaella Casotti,0000-0002-9876-4601,,0,5.0,3.0,0.2-3,200-10,0.2,Y,Niskin,Wa SOP1,,,2022_10_11,Casotti minus80,-80.0,Casotti,0000-0002-9876-4801,Anna Chiara Trano,,
EMOBON_NRMCBWa_20221011_0.22um_3,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],2022-10-11T00:00+02:00,NRMCB_Wa_20221011,Raffaella Casotti,0000-0002-9876-4601,,0,5.0,3.0,0.2-3,200-10,0.2,Y,Niskin,Wa SOP1,,,2022_10_11,Casotti minus80,-80.0,Casotti,0000-0002-9876-4801,Anna Chiara Trano,,
EMOBON_NRMCBWa_20221011_0.22um_4,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],2022-10-11T00:00+02:00,NRMCB_Wa_20221011,Raffaella Casotti,0000-0002-9876-4601,,0,5.0,3.0,0.2-3,200-10,0.2,Y,Niskin,Wa SOP1,,,2022_10_11,Casotti minus80,-80.0,Casotti,0000-0002-9876-4801,Anna Chiara Trano,,
EMOBON_NRMCBWa_20221011_0.22um_(blank),metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],2022-10-11T00:00+02:00,NRMCB_Wa_20221011,Raffaella Casotti,0000-0002-9876-4601,,0,5.0,3.0,0.2-3,200-10,0.2,Y,Niskin,Wa SOP1,,,2022_10_11,Casotti minus80,-80.0,Casotti,0000-0002-9876-4801,Anna Chiara Trano,,
EMOBON_NRMCBWa2_20221011_20um_1,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],2022-10-11T00:00+02:00,NRMCB_Wa_20221011,Raffaella Casotti,0000-0002-9876-4601,,0,5.0,3.0,,,10.0,N,Net,Wa SOP2,,,2022_10_11,Casotti minus80,-80.0,Casotti,0000-0002-9876-4801,Anna Chiara Trano,,
EMOBON_NRMCBWa2_20221011_20um_2,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],2022-10-11T00:00+02:00,NRMCB_Wa_20221011,Raffaella Casotti,0000-0002-9876-4601,,0,5.0,3.0,,,10.0,N,Net,Wa SOP2,,,2022_10_11,Casotti minus80,-80.0,Casotti,0000-0002-9876-4801,Anna Chiara Trano,,
EMOBON_NRMCBWa2_20221011_20um_3,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],2022-10-11T00:00+02:00,NRMCB_Wa_20221011,Raffaella Casotti,0000-0002-9876-4601,,0,5.0,3.0,,,10.0,N,Net,Wa SOP2,,,2022_10_11,Casotti minus80,-80.0,Casotti,0000-0002-9876-4801,Anna Chiara Trano,,
EMOBON_NRMCBWa2_20221011_20um_4,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],2022-10-11T00:00+02:00,NRMCB_Wa_20221011,Raffaella Casotti,0000-0002-9876-4601,,0,5.0,3.0,,,10.0,N,Net,Wa SOP2,,,2022_10_11,Casotti minus80,-80.0,Casotti,0000-0002-9876-4801,Anna Chiara Trano,,
EMOBON_NRMCBWa2_20221011_20um_(blank),metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],2022-10-11T00:00+02:00,NRMCB_Wa_20221011,Raffaella Casotti,0000-0002-9876-4601,,0,5.0,3.0,,,10.0,N,Net,Wa SOP2,,,2022_10_11,Casotti minus80,-80.0,Casotti,0000-0002-9876-4801,Anna Chiara Trano,,
EMOBON_NRMCBWa2_20221011_200um_1,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],2022-10-11T00:00+02:00,NRMCB_Wa_20221011,Raffaella Casotti,0000-0002-9876-4601,,70-0,,3.0,,,10.0,N,Net,Wa SOP2,,,2022_10_11,Casotti minus80,-80.0,Casotti,0000-0002-9876-4801,Anna Chiara Trano,,
EMOBON_NRMCBWa2_20221011_200um_2,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],2022-10-11T00:00+02:00,NRMCB_Wa_20221011,Raffaella Casotti,0000-0002-9876-4601,,70-0,,3.0,,,10.0,N,Net,Wa SOP3,,,2022_10_11,Casotti minus80,-80.0,Casotti,0000-0002-9876-4801,Anna Chiara Trano,,
EMOBON_NRMCBWa2_20221011_200um_3,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],2022-10-11T00:00+02:00,NRMCB_Wa_20221011,Raffaella Casotti,0000-0002-9876-4601,,70-0,,3.0,,,10.0,N,Net,Wa SOP3,,,2022_10_11,Casotti minus80,-80.0,Casotti,0000-0002-9876-4801,Anna Chiara Trano,,
EMOBON_NRMCBWa2_20221011_200um_4,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],2022-10-11T00:00+02:00,NRMCB_Wa_20221011,Raffaella Casotti,0000-0002-9876-4601,,70-0,,3.0,,,10.0,N,Net,Wa SOP3,,,2022_10_11,Casotti minus80,-80.0,Casotti,0000-0002-9876-4801,Anna Chiara Trano,,
EMOBON_NRMCBWa2_20221011_200um_(blank),metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],2022-10-11T00:00+02:00,NRMCB_Wa_20221011,Raffaella Casotti,0000-0002-9876-4601,,70-0,,3.0,,,10.0,N,Net,Wa SOP3,,,2022_10_11,Casotti minus80,-80.0,Casotti,0000-0002-9876-4801,Anna Chiara Trano,,
